id,comentario,clasificacion
7733,"No se puede acceder fácilmente, sale error a cada rato y no te permite hacer absolutamente nada mas que ver tu saldo.",no_relevante
7734,"Doy una estrella, aunque quise no darle, porque es malisima la app, es lenta, las operaciones no se dan, mal mal mal",no_relevante
7735,tiene problema la app para crear una cuenta no llega el codigo de verificación 😥,relevante
7736,"Pesimo!!! pague la reparacion del auto 5500 soles, el taller necesitaba el voucher para darme garantia, la app no genero nada, no tengo garantia ahora porque no pude demostrar el pago completo",relevante
7737,"En realidad es una lástima, me gustaba trabajar con bbva por q podía hacer de todo con la app, pensé que era un tema de mi celular pero veo q no es asi, en varias ocasiones me pide activar el toquen digital para realizar una operación cuando este ya esta activo, tengo q cerrar la app hasta en 10 ocasiones para recién poder realizar la operación, para utilizar plin no puedo hacerlo me sale mensaje de error, la app muy lenta, antes todo estaba perfecto. Pero q lástima, tendré que cambiar d banco.",relevante
7738,"NO FUNCIONA, ME SALE QUE HSY FALLO!",no_relevante
7739,"Tengo una cuenta en este banco por una cuestión circunstancial, la mantuve x ser consecuente con la banca del estado, y quizá aprovechar los pagos de servicios, de tramitaciones de licencias, etc, pero al querer activar el token dijital, su aplicación de pésima calidad, siempre sale el mensaje que están teniendo problemas que lo intente más tarde, etc terrible la verdad",relevante
7740,"Últimamente el aplicativo esta fallando intente realizar pagos mediante plin y no se puede realizar pago o transferencia, a los 10 minutos intente ingresar nuevamente al aplicativo y me sale contraseña incorrecto, me acerque al banco para hacer la consulta sin tener respuesta alguna en vez de ser de gran ayuda el aplicativo genera malestar y retrasos.",no_relevante
7741,"A pesar de tener mis datos activados y estar al aire libre, ya son varias las veces donde quedo mal parado por la lentitud del aplicativo o porque presenta un ""error"" durante la transacción. En algunas oportunidades he usado la tarjeta, lo que me ha salvado de esas situaciones, pero ¿si no tuviera efectivo y el app empezara a fallar al querer pagar a un taxista?, por ejemplo. Aún no me ha pasado, pero es mi mayor temor.",no_relevante
7742,"¡DEMORA EN LA ATENCIÓN! Y realizan cobros indebidos qué no se registran en la app o en la boleta de importe de cajeros, hay muy poca transparencia en la información cuando cobran ""comisiones"" incluso parece un robo, hasta ahorita no atienden mi reclamo.",relevante
7743,"Para que actualizan algo si va a ser peor que version anterior, ya no puedo ni ingresar al actualizar se borraron todos los datos y cuando quiero ingresar me pide que cambie la contraseña, lo intento hacer pero nunca llega la clave dinámica... la verdad que en vez de mejorar algo lo empeoran. Cambien de programadores actualicen sus servidores..... menos 50 estrellas lo peor es que por su culpa me han retenido una remesa.",relevante
7744,"Horrible, ingreso mi contraseña, cargando y cargando y al final aparece un error diciendo que cierre la aplicación y vuelva a intentar. Varios intentos y nada",no_relevante
7745,"Ingreso mis datos todo bien pero luego pide un código que me llega al celular vía mensaje lo ingreso y ahi se queda no hay forma de seguir, no hay botón de siguiente y si retrocedo tengo que comenzar todo de nuevo y otra vez el mismo problema al momento de lo del código.",relevante
7746,me encanta pero abeses tiene pequeñas falla,no_relevante
7747,"he estado teniendo fallas, algunas veces aparece con en esperar a la app o cerrar, incluso si está ya la cerré me sigue apareciendo ese anuncio.",no_relevante
7748,q feo color ke pusieron al app.muy kabrin. aparte ahora demora en abrir,no_relevante
7749,"Igual me ha pasado tres veces que yapeo y me aparece error , pero me han descontado de mi cuenta, tuve que reclamar en mi banco y solicitar la devolución, lo hicierone devolvieron pero es incómodo creerán que estoy jugando, me estoy desafiliando porque ya es incómodo está situación, me hizo preocupar mucho. Era interesante pero se ha vuelto perjudicial, xq te confías si ya consumiste que haces ese momento.",relevante
7750,Su actualización es una porquería perdida de tiempo casi 30 min llenando sus espacios y media hora más para el código de validación y cuando lo pongo ya expiró en serio se esmeran en hacer tener cólera a 1 o es algo que les sale así no más! Pésimo pésimo servicio,relevante
7751,muy lento sistema,no_relevante
7752,otra vez actualizan Pero es bien lenta para hacer operaciones ( clave dinámica),relevante
7753,Cansada me tiene esta app a cada rato tengo que instalar y desinstalar ya que no puedo plinear,no_relevante
7754,No puedo acceder me dice version and,no_relevante
7755,"La aplicación ha mejorado bastante, aunque es una lástima que muchas tiendas y negocios no cuenten con la aplicación PLIN para poder realizar pagos o transferencias rápidas ya que solo usan Yape. Y otra cosa que me molesta demasiado cuando hago alguna compra en Internet con mi cuenta de dólares y me hacen una devolución esta siempre lo hacen a mi cuenta en soles aunque yo tenga mi cuenta en dolares y obviamente me descuentan por el tipo de cambio que maneja Scotiabank, pésimo servicio.",relevante
7756,"Deficiente, pues, cuando uno más lo necesita, no funciona. Por favor verifiquen los servicios de pagos, transacciones y lo demás que brindan y, solucionen las fallas.",no_relevante
7757,"malísima la aplicación, la clave dinámica no permite hacer pagos y demora mucho",relevante
7758,"Ya no puedo transferir con el lector de huella de mi celular!!!! Arreglen eso!!! Me sale que no está configurado pero si lo está, he vuelto a instalar la app y ahora ni si quiera me sale la opción de huella al intentar hacer una transferencia!!! Arréglenlo por favor!!!!",relevante
7759,La ultima actualizacion no sirve no se puede entrar porque no reconoce los digitos de la tarjeta solucionenlo porfavor estaba mejor antes😔😔😔,relevante
7760,"Demasiada publicidad..Es una muy mala aplicación, las operaciones frecuentes tienen un monto viejo, no permite visualizar antes de aceptar, si se está de acuerdo o no, por suerte a quien transferí, me hizo la devolución, de paso cobran comisión siendo el mismo banco, no es fácil conseguir las cosas, vuelva a la anterior esta es un asco, recuerden que hay adultos mayores que la usan, por no poder ir a oficina.",no_relevante
7761,No puedo descargar la app,no_relevante
7762,Es una porquería a veces la bendita clave dinámica para hacer pagos a empresas etc nunca llega... Arreglen lo de la clave dinámica a veces tarda en llegar y cuando llega ya está vencido 😡 😡😡😡😡 Porquería de app Actualizado y aún la maldita clave dinámica tarda para llegar .. que porquería.. Edit Está fallando el app con la nueva actualización.. no permite entrar,relevante
7763,No me deja entrar a mi aplicación,no_relevante
7764,la opcion de enviar por correo el voucher nunca llega a ningun lado,relevante
7765,qore no funciona,no_relevante
7766,Por favor pueden corregir la app? Muchas veces tengo que plinear el doble a otros números debido a que en la primera se cuelga la app...y no figura el descuento...luego se revisa y se realizó doble plineo...luego uno cuando está lejos del servicio realizado ya no da tiempo de reclamar...corrijan esoooo,relevante
7767,"Porque ha desaparecido dentro de las opciones del producto mi tarjeta de crédito visa. Según me informan como había generado mi clave con tarjeta débito, ahora ya no es posible visualizar los movimientos de mi tarjeta de crédito. Tampoco en la página web. Cual es la solución.?",relevante
7768,terrible experiencia... pague una deuda y no tengo ningun comprobante el acreedor dice que no le llego nada,relevante
7769,Francamente urge pantalla de privacidad porque trabajo en construcción y obreros son envidiosos. Respeten privacidad!,relevante
7770,"Pesima aplicación!! Me Pide actualizar mos datos, ingreso el codigo de verificación y de inmediato se cierra y no me permite actualizar mis datos, ahor y no puedo consultar mi saldo ps nada, banco de la nacion su app no pasa nada",relevante
7771,no me sale el sonido de yape,no_relevante
7772,"He descargado la app y en el último paso donde coloco una contraseña acepto los términos y condiciones, pero luego me aparece que la aplicación tiene un error, he intentado 4 veces y me dice lo mismo ya son 2 días.",no_relevante
7773,Que paso ahora no se puede ingresar uno necesita hacer pagos,no_relevante
7774,"optimicen mejor la aplicación, se traba demasiado con las animaciones innecesarias, háganlo más minimalista, como BCP o Yape",no_relevante
7775,"recontra lenta, mejor es yape",no_relevante
7776,NESECITO abri mi app para poder comprar y m sale q hay una nueva versión d AND Y NO PUEDO A SER NINGUNA COMPRA ...M PUEDEN DAR UNA SOLUCION PERO URGENTE,no_relevante
7777,"Necesitó que me den una respuesta, me sale que mi dispositivo no es compatible con esta app y que no puedo descargarla. Necesito hacerlo ya que manejo mi empresa y necesitó hacer múltiples pagos, por favor denme una respuesta inmediata, no hay otra manera para mí de depositar, retirar etc.",no_relevante
7778,"fatal está app no me deja hacer transferencias, espero que los desarrolladores arreglen las fallas",no_relevante
7779,"Cada vez pésima el app, no puedo ni ingresar a ver mi estado de cuenta, encima cuando logra cargar la app pongo mi contraseña y me sale un aviso diciendo que mi contraseña es errónea y que ya hice mis 3 intentos!! De verdad es un dolor d cabeza esto",relevante
7780,"Los comprobantes no traen el tipo de cambio usado si fue en dolares, informacion crucial que no aparece",relevante
7781,intente y lo intente muchas veces con mis datos completamente correctos y me aparecía todo error error error .. no me sirve para nada .. y ahora no se cómo hacer mis operaciones.,no_relevante
7782,"Cuando se requieren claves dinámicas para operaciones o transferencias, estas llegan cuando ya no son validas, entonces prácticamente no se puede usar el aplicativo para pagar.",relevante
7783,Hay demasiados errores además de las transferencias entre el mismo banco y diferentes bancos. No pueden solucionar esos problemas. No te ayuda en momentos de emergencia además de que se congela la misma aplicación. La única razón por la cual lo tengo es porque estoy esperando mi tarjeta BCP qué es un banco mucho mejor que el de la nación. Ahora mismo necesito dinero de emergencia y no puedo hacer una transferencia por la culpa de esta app tremenda porquería de m*****,no_relevante
7784,"La app es bastante lenta, se reicia constantemente y lo peor de todo es que estoy tratando de generar mi token digital y al colocar el DNI para la confirmación me sale constantemente error, incluso desinstalé la aplicación dos veces y aún así ese inconveniente persiste.",relevante
7785,Por q no tengo acceso,no_relevante
7786,"actualización de consumos lenta. Cobros procesados después de semanas. cobros rechazados igual se cargan como consumos. Carga de contactos para Plin es lenta y detecta como error. La app ha empeorado en lugar de mejorar... si tuvieron un error masivo, qué seguridad tenemos los usuarios?",relevante
7787,No me permite hacer los pagos de a la universidad 😞,no_relevante
7788,no me permite entrar a la app y es estresante,no_relevante
7789,"Su última actualización es una porquería ! De por si la app ya es pesima pues parece haber sido programada por estudiantes de primeros ciclos y con esta última actualización terminaron de fastidiar la app que demora más de lo normal para ingresar , como no lo corregirán al menos dejo este comentario que es uno más de los muchos para dejar constancia que su app es un asco.",no_relevante
7790,"la clave dinamica falla constantemente, bloqueandote cualquier gestion, la cual es el objetivo que esta app exista, osea la aplicacion es obsoleta",relevante
7791,"Problemas con la nueva versión del app, a veces ingresa y luego se cierra y aparece el mensaje que está presentando problemas.",no_relevante
7792,"Desde el año pasado la aplicación falla, ya no se puede hacer transferencias interbancarias directas solo diferidas. Ahora la última novedad es que no reconoce el token, dice que pones la clave mal cuando la estas poniendo bien y se bloquea, me cambie al sistema SMS y ahora solo dice que no se puede atender la solicitud y asi todo el dia. No se porque una entidad del estado de aventura a hacer cosas que no puede mantener, dicen que facilitan las cosas para no ir al banco y lo empeoran todo.",relevante
7793,"Cuando intento configurar el ingreso a la aplicación por medio de huella dactilar, me sale ""se ha producido un error"", llevo ya tiempo sin poder configurar el ingreso, ya eliminé el caché, los datos, resintalé la aplicación y no hay solución.",relevante
7794,"Es una porquería, aparte que se han dedicado a robar dinero de la gente, ahora no se puede entrar fácilmente a la app para ver los movimientos. Banco de la NACIÓN! Nación de delincuentes será.",relevante
7795,"el historial solo guarda 15 dias, que pasa si necesito algo de hace un mes para la sunat? pesima app",relevante
7796,"Pesima aplicación, insegura, inestable, carece de soporte, no reconoce la contraseña y se bloquea con solo un intento, el servicio telefonico no sabe dar respuesta, el servicio en agencia tampoco, simplemente una aplicación sin un uso practico, las aplicaciones de otras entidades bancarias son mucho mejores por gran diferencia.",no_relevante
7797,no funciona se cuelga el sistema,no_relevante
7798,"No me está funcionando la app, cuando abro la app me sale error y que cierre para q vuelva a intentarlo luego. Y lo estoy desinstalando e instalando y me sigue saliendo error en la app. Necesito una solución, no es la primera vez que me pasa ésto. Pido una solución .",no_relevante
7799,"Una de las peores app bancarias que existe, casi nunca puedo entrar a consultar o hacer transferencias.",no_relevante
7800,"Realmente es molesto que luego de hacer una operación no se pueda ver el detalle, del mismo modo pasa cuando alguien te hace un abono no puedes ver el detalle de la operación, es una aplicación bastante deficiente a mi parecer, aparte que solo se pueden ver los últimos 20 movimientos y si quieres ver toda la operación del mes tienes que esperar hasta una semana pasado ese mes para poder generar el histórico, cuando se supone que para eso está la app para facilitar y hacer más ágil el proceso.",relevante
7801,pésima no la recomiendo,no_relevante
7802,se inftzl correctamente pero no habré la aplicación,no_relevante
7803,todo bien pero con la última actualización ya no se puede recargar a videojuegos se hace en blanco,no_relevante
7804,"Sres. Interbank deben cambiar el sistema de operación de la ""clave dinamica"" ... demora un parto, y cuando llega, ya el tiempo se ha agotado y tienes que hacer como 20 intentos ... para 01 movimiento... por otro lado también deben ampliar el monto máximo por movimiento ... 500 soles es muy poco.",relevante
7805,"Antes nunca tuve problemas con el aplicativo. Pero desde la última actualización no me llegan las claves dinámicas de pago. Se termina el tiempo de espera en la app y recién me llega la clave. Como voy a pagar a tiempo mis recibos? Por favor den solución a esto, me llevo una mala experiencia. De qué sirve que se tengan que actualizar la aplicación si no habrán mejoras?",relevante
7806,"Últimamente la app ha decaído mucho en lo que antes me gustaba más que otras de otros bancos. Lenta, su chat con asesores pésimo, no te da info de los movimientos completos. Me ha decepcionado. Actualización: La app sigue siendo lenta, incluso unos envíos a yape hicieron que se congele la app y no me mandó el comprobante pero figuraba qué había salido de mi cuenta. Todo peor",relevante
7807,es pésima la aplicación hace semanas estoy que intento cambiar mi contraseña no me llega el código de verificación a mi correo de mal a peor,relevante
7808,no puedo activar mi nueva tarjeta,no_relevante
7809,"Como es posible esto. El aplicativo esta fallando, tengo que apagar el celular para que quizas entre 1 vez, tambien hize una transferencia el sabado pasado y hasta ahora no le llega lo abonado. Como es posible esto mejoren su aplicativo, asi no se puede. Si deseen buenos clientes, tambien que haya buenos vendedores. Basta que haya un error de uno , y surguen los problemas. No hay equilibrio. Voy a llamar al continental ...como es posible.",relevante
7810,"Es horrible, me quería crear una cuenta de manera reciente, pero al momento de reconocimiento facial no me acepta y ya van varias veces que estoy intentando hacer eso, pero no, es imposible deberían poner otra manera para la validación, teniendo en cuenta que las personas cambian, de modo que es imposible vernos como cuando nos tomamos la foto del dni, pero bueno hasta ahí lo dejaré, si no ven otro modo perderán nuevos usuarios, porque no solo soy yo también hay más personas con este problema.",relevante
7811,"constantemente tengo problemas para ingresar a la app, no me acepta mi clave ni mi dni, necesito hacer una transferencia desde ayer y me sale q hubo un error en la app y q lo intente más tarde, pero me sucede muy a menudo y es angustiante porque me hace pensar q me hackearon mi cuenta, espero q este problema sea solucionado pronto.",relevante
7812,"Es una porquería cada rato nos piden que actualicemos el app, nos hacen perder el tiempo , deberían crear buenos desarrolladores y no estar pidiéndonos que actualicemos constantemente",no_relevante
7813,"Pésima actualización ya no se puede ni entrar a la aplicación, mi calificación sería -5 estrellas. Y para el colmo ya no se puede ni hacer consultas en los agentes, quieren que usemos si o si la aplicación; y con estos problemas de esta aplicación?? Que desgracia el Banco de la Nación, cada vez de mal en peor.",no_relevante
7814,"Es una verdadera perdida de tiempo, pésimo sistema, más de 2 semanas sin poder acceder a la app porque sale error, pésimo.",no_relevante
7815,"Más que la aplicación, el banco es el problema. Cuando hago una transacción, no me aparece el detalle al instante, tiene que pasar más de una hora para que figure. El tema de reembolsos, una vez aprobada la solicitud se debería hacer rápido. No es una entidad publica, en el BCP es rápido una vez te aprueban el reembolso, acá no",relevante
7816,Actualice la aplicacion y ahora no puedo ingresar porque desde que abro la app no puedo ingresar mis datos para acceder a mi cuenta...esta congelada porque no deja acceder a nada...arreglen esta situacion porque no puedo hacer ningun movimiento y es realmente molesto.,no_relevante
7817,"Cambie de equipo celular y descargue el app para android, no tiene la opción de confirmar operaciones con huella digital, llame a banca por teléfono e indican que la versión que está vigente es la 1.4, sin embargo la única que me permite descargar es la versión 1.39.1. Solucionen esto por favor, es la única forma de seguridad buena que tienen, ya que el token digital no lo es. Cuándo lo solucionarán?",relevante
7818,"No entiendo porque los depositos en efectivo no tienen el detalle de en que agencia se hicieron, necesito esa info",relevante
7819,No logra ingresar,no_relevante
7820,"Tengo 2 problemas. Desde que tengo la app nunca he podido hacer recargas BIM y aparte hace como 2 meses desafilié PLIN por motivos personales y a los días, cuando lo quise volver a afiliar ya no me permitía. Llevo 2 meses en eso y solo sale que están trabajando en solucionar el problema. Podrían por favor atender esos reclamos. Gracias",no_relevante
7821,"MUY BIEN TODO, pero deberían de permitir que uno pueda modificar el correo electrónico POR TELEFONO. .. ya que no puedo hacercarme a ventanilla porque no estoy en PERÚ",no_relevante
7822,se requiere actualizar varias veces el cual incomoda por qué aveces quiero yapear rápido pero tengo que esperar hasta que se vuelva a actualizar...,no_relevante
7823,"no entiendo porque no guardan el concepto de las transferencias recibidas, todas dicen abono y ya",relevante
7824,No puedo ingresar Que mal,no_relevante
7825,La app ya no abre.,no_relevante
7826,Opciones muy limitadas de pago de servicios. Montos minimos para recarga mas altos que de los otros bancos. Mucha vuelta. Deben bajarse el app de Interbank y guiarse. Esa si es muy rapida y práctica,no_relevante
7827,"Ya van 2 actualizaciones que me malogran las notificaciones. Pregunta si quiero activarlas cuando ya las tenía habilitadas, y cuando las quiero activar me dice que ""no es posible en este dispositivo""!!! Arreglenlo cuanto antes ya que es fundamental que recibas las notificaciones vada vez que se hace un movimiento en mis cuentas!! Esta falla atenta contra la seguridad de mi cuenta!!! Mas el desprestigio que tienen por movimientos no autorizados, esto genera desconfianza!",no_relevante
7828,"Me auno a los demás comentarios, en todo lo que dicen y agregar que pareciera que la aplicación esta mal programada, demora demasiado en pasar de una interfaz a otra, lo que se traduce en lo que comunmente llaman colgarse, la anterior era fluida, rápida y eficaz",no_relevante
7829,"Vuelvo a realizar la evaluación de la app, creo que es mejor que elaboren una app exclusiva para PLIN, en ingresar al aplicativo del BBVA y realizar un pago sencillo se demora mucho, además que no me permite escribir el detalle por el cual estás realizando la transacción para llevar un control de los gastos, y a parte que para ocultar las saldos a veces funciona y es incómodo que te vean hacer tu pago mientras ven los detalles de tu saldo, espero los desarrolladores evaluen una nueva app.",relevante
7830,no me está actualizando mi app no se,no_relevante
7831,"Recien lo instalé... llevo 3 dias intentando logearme... 4 llamadas a banca por telefono ... y aun no puedo utilizarlo. Me sale el mismo mensaje cada vez... ""lo sentimos tu operación no ha podido ser realizada. Estamos trabajando para solicionar el inconveniente"". Me dicen que la cuenta está todo bien.",no_relevante
7832,La Biometría falla demasiado y no permite hacer pagos,relevante
7833,"Buenas noches BBVA. La última versión presenta problemas , al pie de la app de muestra constantemente el mensaje ""SE PERDIO CONEXIÓN"", esto ocasiona que no encuentre mis operaciones frecuentes. Adicional sugerir vuelvan al diseño anterior, mucho más fácil e intuitivo, este nuevo layout es poco practico para su uso.",no_relevante
7834,Deberían implementar protección contra miradas indiscretas para evitar que terceros vean mis finanzas.,relevante
7835,"En Samsung S23 FE, Android 14, One UI 6.1 no funciona la biometria. Con apoyo de ustedes se desinstaló, se volvió a configurar y cuando se activa la biometria en la App aparece un error indicando que no se pudo configurar. Tengo otras aplicaciones que si pueden usar la biometría. Alguna idea? Faltan permisos??",relevante
7836,"Debería poder desactivarse los anuncios y todas las notificaciones q saltan cuando entras a la aplicación, uno solo quiere entrar a ver si ya está el yapeo porq aveces ni notifica y se demora en entrar, y cuando porfin cargo, te sale publicidad de cosas q no quieres y si apretas rapido para ver transacciones seguro q entras a otro lado porq entras a las publicidades que ni cargan, hay gente q no le interesa sus ofertas, pero lastimosamente hay gente q prefiere yapearte y nos obligan a tenerlo.",no_relevante
7837,"Pesima app, realice el pago de estado de cuenta, salio error en su app pero igual me descontaron el dinero de mi cta de ahorros, llame y me dicen que no saben que paso, que espere 5 dias haber si llega el pago. No solucionan nada",relevante
7838,Demasiada lenta el app,no_relevante
7839,"De lo peor, su clave dinámica es una verdadera desgracia, no importa actualizar la app, se demora una vida en llegar, tanto que hasta la sesión expira y uno se queda sin hacer la operación",relevante
7840,VOY A TENER QUE CERRAR MI CUENTA SI ES QUE CONTINUA CON ESTE PROBLEMA NO LLEGA LA CLAVE DINAMICA PARA REALIZAR EL PLIN PESIMO ... 😏🫤,relevante
7841,"está un poco lento la señal ,pero lo pueden mejorar.",no_relevante
7842,hace dos días no me permite ingresar por supuesta nueva actualización pero a la hora de tratar de actualizar el app no aparece ninguna actualización dispoble,no_relevante
7843,me da error en la app al instalarla,no_relevante
7844,"La aplicacion no me funciona correctamemte desde hace unos dias y el dia de hoy necesito sacar efectivo sin tarjeta y ni por el app ni por la pagina. (Actualización)La aplicación había mejorada pero con los últimos meses va de mal en peor ya la verdad estoy a solo un paso de ya no utilizarla y con la última actualización está peor todavía, retirar o guardar en la alcancía es un problema y no sé te ocurra pagar un taxi con plin en la madrugada porque la pasarás muy mal, todo mal.",no_relevante
7845,"De mal en peor, prefiero mil veces la anterior versión que con todas sus deficiencias era mucho mejor que la actual. Se supone que toda mejora debe ser para bien, en este caso fue al revés, por favor corrijan a la brevedad y mejoren el aplicativo. Gracias!!!",no_relevante
7846,"Muy buena, pero desde hace más de 1 mes no me permite ingresar a su sección de promociones en mi Xiaomi 12 lite. Me temo que es un tema de optimización y fallo puntual con mi equipo, porque en otros teléfonos funciona perfecto. Ojalá solucionen esto para cambiar mi puntuación.",no_relevante
7847,no manda mensajes a tiempo para usar el plin,relevante
7848,La aplicación se demora demasiado en cargar al iniciar y a veces se traba al tratar de efectuar el reconocimiento biometrico. La interfaz es 0 práctica y sencilla. Hay opciones que se encuentran inhabilitadas o simplemente no funcionan (como la opción de cambiar el correo electrónico entre otros). Tampoco puede efectuar transferencias interbancari desde mi cuenta en dólares porque arroja error. Requiere una actualización urgente...,relevante
7849,Es un app que todo el tiempo tiene problemas para su uso,no_relevante
7850,"Que pésimo servicio ,al momento de poner mis datos me manda hubo un error cuando en realidad mis datos están correctamente escritos solucionen !!!😒",relevante
7851,No me deja poner mis datos,no_relevante
7852,"Es un desastre su app , tan sencillo de habilitar , y ustedes son un fracaso en digitalizacion , aprendan del bcp . No me permite crear mi clave de Internet , cuando me lo creo, usted ya cuenta con una cuando se coloca ,olvide mi clave ,usted intento 3 veces , me hacen perder mi tiempo , aprendan del boot Clara del bcp , ustedes un fracaso y hacen perder el tiempo , ni una estrella se merecen .",relevante
7853,"Hola a todos, como hago para saber mi saldo estoy en Europa y no puedo descargar el App BN, tengo depósito en el banco de la nación del Perú y no puedo mantenerme informada. Que hago?",no_relevante
7854,Tengo. Problemas al ingresar me sale que esta en mantenimiento todo el tiempo,no_relevante
7855,"La App no esta funcionando desde el día de ayer 22DIC2020, espero que solucionen el problema, porque que esta App facilita muchas cosas.",no_relevante
7856,Ahora la nueva versión no es compatible con mi equipo. Cual es la alternativa? Solo web? Porque no me voy a comprar un nuevo equipo por ustedes,no_relevante
7857,Es muy mala. A veces ni se puede plinear ni yapear y ahora no puedo entrar.,no_relevante
7858,"Demasiado lenta la última actualización, será muy pesada o no se, pero va muy mal en mi cel. Funcionaba de maravilla y la cambiaron a peor",no_relevante
7859,¿Podrían agregar configuración de privacidad para los movimientos como hace el BCP y otros bancos? Cuando uso transferencias me siento completamente expuesto. Otros bancos ya tienen estas funciones implementadas. Actualicen la app urgente!,relevante
7860,cuando activo la huella digital nunca se activa en otros bancos normal funciona,relevante
7861,"¡¡Lo peor!!, media hora y todavia no puedo ver el detalle del disponible o realizar alguna transacción. Encima, después de haber leído experiencias anteriores no lo actualizaria, pero su app ya no me dejaba ingrese, prácticamente obligado, para esto?. En una palabra ¡HORRIBLE! No deberia merecer ni una estrella.",no_relevante
7862,"Hace dos días me apareció un mensaje de actualización y lo confirmé pero se ha quedado como pendiente y hasta ahora no puedo volver a usarlo, ya probé reiniciar el equipo, desinstalé el yape y lo he vuelto a instalar pero igual se queda en el proceso de instalación y nunca termina.",no_relevante
7863,No lo recomiendo... hace unos días intenté hacer un pago de 34 soles en una tienda y como salía error y en ese momento figuraba mi saldo bueno cambien mi forma de pago a efectivo... días despues cuando entro de nuevo a hacer un pago me doy con la sorpresa que no dispongo de ese monto y no figura en los movimientos.... no recomiendo esta aplicación es un robo,relevante
7864,"como es posible que al app falle , y no te deje ingresar para hacer una operacion , desastre total",no_relevante
7865,"Con las últimas actualizaciones quedo muy mal, pésimo, hice pagos de mi tarjeta de crédito y me sale error, pero lamentablemente lo debitan de mi tarjeta, hice el reclamo, pero hasta hoy no me dan solución alguna, ya no la recomiendo.",relevante
7866,Deberian agregar mensajes de texto para notificar los depositos y notificar los plineos que recibes.,relevante
7867,cada día la aplicación está más pésima ya no puedo hacer transferencia ni Plim. no carga las operaciones y me saca del sistema cada día está pésima esta aplicación de verdad no sé qué hacer. ya no puedo ni hacer mis compras porque no puedo pagar ya que el play no funciona,no_relevante
7868,"En si la app es muy útil pero no me deja entrar a la tienda, sale tiempo de sesión terminado e ingresar nuevamente pero igual no me deja ingresar y eso que reporte el problema con el soporte de la app y lo único que dijo desintala la app y vuelve a instalar lo hice y el problema continua, pensé era problema del celular pero cambie de equipo a unos moderno y el problema persitio",no_relevante
7869,pésimo ... no me deja ingresar al app.. ya le cambié dos veces la contraseña pensando que eso era ..,relevante
7870,Actualice la app y ya no te permite ingresar,no_relevante
7871,"Muy mal, no puedo usar la aplicación por incompatibilidad con el sistema operativo y tengo Android 7.0, y su web me pide token digital que estaba en la App, Perjudican a muchos usuarios con sus actualizaciones. No les pondría ni una estrella.",relevante
7872,"Después de la actualización no reconoce los datos de mi tarjeta, el número de mi tarjeta es el correcto y también mi documento de identidad, pero la aplicación me indica que valide los datos. No puedo ingresar a mi cuenta.",relevante
7873,Quisiera saber por qué en el celular Samsung A16 no tiene activado el propio sonidito de YAPE? AYUUUDAAAAAAAA..,no_relevante
7874,"Un mrd, tantas actualizaciones con las que se supone que la app deberia mejorar pero en realidad cada vez esta peor, desde hace tres dias que la app se me cierra sola al abrirla, no puedo entrar, la desinstalo y vuelvo a instalar y nada, no puedo realizar ninguna operación, y desde hace meses que la app viene con fallos grandes, se lentea, se cuelga, plin no funciona, etc. De lejos la peor aplicación de bancos.",no_relevante
7875,Después de esta última actualización no me permite ingresar a la App???,no_relevante
7876,"Este último mes no puedo hacer ningún pago o transferencia por la aplicación, siempre me sale ""lo sentimos, no podemos realizar está transacción"" cuando siempre he hecho estos trámites que ya tengo configurados.",no_relevante
7877,"Actualización: Gracias se solucionó el problema, tuve que desactivar la huella digital, entrar con clave y permitió generar la clave token, pero al hacer esto no podía ver ninguno de mis saldos, entonces procedí a salir y reactivar la huella volver a entrar y ya pude ver los saldos y el token permaneció, considero el procedimiento engorroso y cualquiera se asustaría. Por la ayuda elevo a 3 estrellas, pero debe mejorar la app.",relevante
7878,"MAL ESTA APLICACIÓN, (por más que la actualizo) Y es que; 1 vez al mes o cada 2 meses, en mi primer intento(y sin equivocar clave internet); me advierte un texto que Yo, ""ya hice 3 intentos errados"" y por ESO no podré ingresar a mi cuenta. Y esperar 24 horas a más tal vez. Demasiado mal. Y peor siendo en estás fechas cuando uno lo necesita más. Luego cuando llamo a informar o reclamar al banco, simplemente te contestan ""que no pueden ayudarte"" o que tal vez no lo use correctamente. Solo en b/n.",relevante
7879,muy lento,no_relevante
7880,"Parece que se actualizó el aplicativo, no puedo ingresar, me sale este mensaje...No hay detalle de ADN para versión 8.8.3",no_relevante
7881,"La anterior versión estaba mejor... Ahora está muy lenta, ya no es práctica, te carga video de entrada que te hace perder el tiempo, se largea, no es práctica para usar de forma rápida... Las personas que utilizamos la app es para facilitarnos la vida, queremos algo simple rápido y seguro, si mejoro la seguridad. Pero la cargaron demasiado e respecto a cómo se ve, recuerden que poco Aceves es mucho. Gracias... Estaré esperando que mejore la app yo por lo pronto mejor busco otra opción.",no_relevante
7882,"Desde la última actualización obligatoria no funciona el app en mi celular. He cambiado la configuración e incluso reinstalado el app y no funciona. Al no poder acceder ni al token digital, tampoco me deja hacer ninguna operacion vía web. Esta actualización ha hecho que no pueda disponer de mi cuenta.",relevante
7883,"Llevo 2 días tratando de actualizar la aplicación, porque de otro lado no puedo ingresar, y sinceramente no descarga al 100%, pensé que era mi internet o mi teléfono pero veo que hay varios usuarios con el mismo problema, no entiendo el objetivo de obligar al usuario a actualizar el app a una versión que ni siquiera es posible completar la descarga. En fin",no_relevante
